county,location_type,Sex,Age,household_size,education_level,marital_status,has_disability,monthly_income,experienced_shock,mobile_ownership_1,mobile_money_access,barriers_mobile_money,Savings_formal,Savings_informal,Loan_formal,Loan_informal,defaulted,formal_service_use,barriers_bank,prodsum1,fl_score,nfhi_11,nfhi_12,nfhi_13,accessto_13k_1month,not_difficult,financial_status
Makueni,593,Female,3,2,3,4,0,5000,1,1,1,0,1,1,1,1,1,1,0,12,3,1,1,0,1,1,Worsened
Siaya,1537,Male,1,2,2,1,0,5000,0,1,1,2,0,0,0,0,0,1,2,0,2,1,1,1,0,0,Stayed the same
Elgeyo-Marakwet,1018,Female,4,1,4,1,0,5000,0,1,1,0,1,0,0,1,0,1,0,6,2,0,0,1,1,1,Improved
Kilifi,99,Male,6,2,1,2,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,Worsened
Kiambu,804,Male,2,1,3,1,0,5000,0,1,1,0,0,0,0,0,0,1,0,4,3,0,0,1,0,0,Stayed the same
Embu,463,Female,6,2,2,3,0,5000,1,1,1,0,1,0,0,0,0,1,0,4,0,0,1,1,0,0,Worsened
Narok,1210,Female,6,2,1,3,1,5000,0,0,0,7,0,0,0,1,1,0,4,1,1,0,0,0,0,0,Worsened
Samburu,908,Female,2,3,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,Worsened
Taita-Taveta,184,Female,5,2,2,1,0,5000,1,1,1,0,1,1,0,1,1,1,1,8,2,0,1,0,0,0,Worsened
Nairobi City,1812,Female,2,2,3,4,0,5000,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,Worsened
Nandi,1034,Male,4,2,2,4,0,5000,0,0,1,7,1,0,1,0,0,1,0,7,3,0,1,1,1,0,Stayed the same
Kakamega,1352,Male,6,2,2,4,0,5000,0,1,1,0,1,1,1,1,1,1,3,11,2,0,1,0,1,0,Stayed the same
Kwale,50,Female,5,2,1,4,0,5000,1,1,1,0,1,0,1,0,1,1,1,3,3,0,1,1,1,0,Worsened
Nakuru,1137,Female,6,2,1,3,0,5000,0,1,1,0,0,1,0,0,0,1,1,2,3,1,1,1,0,0,Stayed the same
Migori,1671,Female,6,2,1,3,1,5000,1,0,0,7,0,0,0,0,0,0,4,0,0,1,1,1,0,0,Worsened
Kisumu,1581,Female,5,2,3,4,0,5000,0,1,1,0,0,1,1,0,0,1,0,9,2,1,1,0,1,1,Worsened
Kakamega,1387,Male,6,2,3,4,0,5000,1,1,1,0,1,0,1,0,0,1,0,10,2,1,1,0,1,1,Stayed the same
Meru,375,Male,4,2,2,2,0,5000,0,1,1,0,0,0,1,1,1,1,1,4,3,1,1,0,0,0,Improved
Nairobi City,1820,Male,4,2,2,4,0,5000,0,1,0,3,0,0,0,0,0,0,1,0,2,1,1,1,1,0,Worsened
Tharaka-Nithi,398,Male,6,3,1,4,0,5000,0,0,1,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,Worsened
Kilifi,127,Female,4,2,2,4,0,5000,0,1,1,0,0,1,1,1,1,1,0,9,3,1,1,1,1,1,Worsened
Murang'a,738,Female,5,2,2,4,0,5000,1,0,1,7,0,0,0,1,0,1,1,2,2,1,1,1,0,0,Stayed the same
Bomet,1330,Female,2,2,2,4,0,5000,1,0,1,7,0,0,0,1,0,1,1,1,1,1,1,0,0,0,Worsened
Kirinyaga,684,Female,5,1,2,2,0,5000,0,1,1,0,1,0,0,1,0,1,0,5,1,0,1,1,0,0,Worsened
Nakuru,1141,Female,6,1,2,3,0,5000,1,1,1,0,0,0,0,0,0,1,0,2,2,1,0,1,0,0,Worsened
Tharaka-Nithi,410,Female,6,2,2,4,0,5000,1,0,0,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,Stayed the same
Kisii,1701,Male,3,2,2,4,0,5000,0,1,1,0,0,0,1,0,1,1,1,3,2,1,1,1,1,0,Worsened
Marsabit,307,Male,6,2,1,4,1,5000,0,0,1,0,0,0,0,1,0,1,4,2,1,0,0,0,1,1,Worsened
Kericho,1306,Female,3,1,2,1,0,5000,0,1,1,0,1,0,1,1,1,1,1,6,3,0,0,1,1,0,Worsened
Meru,365,Female,4,2,1,2,1,5000,1,0,1,5,0,0,0,1,0,1,5,2,3,0,0,0,0,0,Worsened
Nakuru,1137,Female,6,2,1,3,1,5000,0,0,1,0,0,0,0,0,0,1,1,1,2,0,1,1,0,0,Stayed the same
Narok,1222,Male,6,2,3,4,0,5000,0,1,1,0,1,0,0,0,0,1,0,3,3,1,1,1,1,1,Worsened
Kitui,474,Male,6,2,4,4,1,5000,1,0,1,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,Worsened
Nyandarua,613,Male,4,2,3,4,0,5000,0,1,1,0,1,0,1,1,0,1,0,5,3,0,1,1,1,0,Stayed the same
Kericho,1291,Female,2,2,3,1,0,5000,0,1,1,0,1,0,0,1,0,1,1,3,2,1,1,0,0,0,Improved
Nairobi City,1828,Female,2,2,3,4,0,5000,0,1,1,3,0,1,0,0,0,1,1,2,0,0,1,1,1,0,Improved
Vihiga,1429,Female,4,2,3,4,0,5000,0,1,1,0,0,0,0,1,0,1,0,3,0,1,1,0,1,1,Improved
Vihiga,1425,Female,1,2,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,2,0,3,0,1,1,1,0,Improved
Nakuru,1170,Male,3,2,4,4,0,5000,1,1,1,0,1,0,1,0,0,1,0,8,1,0,0,0,0,0,Worsened
Taita-Taveta,183,Female,6,1,3,3,0,5000,1,1,1,0,1,1,0,1,0,1,0,10,2,1,1,1,1,0,Improved
Narok,1218,Female,3,1,3,4,0,5000,1,1,1,0,0,0,1,1,0,1,0,2,3,0,0,0,0,0,Worsened
Makueni,572,Female,5,2,3,3,0,5000,0,1,1,0,0,1,1,1,0,1,1,7,2,0,1,1,1,0,Improved
Bungoma,1450,Female,4,2,3,4,0,5000,1,0,1,0,1,1,0,1,1,1,8,4,3,0,1,0,0,0,Worsened
Uasin Gishu,951,Male,2,2,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,0,5,3,1,1,1,1,1,Improved
Samburu,911,Female,3,2,2,2,0,5000,0,1,1,0,0,0,1,0,1,1,1,2,2,1,1,1,1,0,Stayed the same
Bomet,1315,Female,6,2,2,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,Stayed the same
Kericho,1286,Female,5,1,3,1,0,5000,0,1,1,0,0,0,1,0,1,1,1,3,2,0,0,0,1,1,Worsened
Wajir,1845,Female,6,1,1,3,0,5000,0,1,1,0,0,0,0,0,0,1,8,1,2,0,0,1,0,0,Stayed the same
Makueni,582,Male,2,2,3,1,0,5000,0,1,1,0,0,0,0,0,0,1,1,2,3,1,1,1,0,0,Stayed the same
Nyandarua,618,Female,4,2,3,4,0,5000,0,1,1,0,1,0,0,1,0,1,1,3,2,1,1,1,1,0,Stayed the same
Bomet,1341,Female,6,3,2,3,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,2,1,1,0,1,0,Improved
Kilifi,107,Female,6,2,1,3,0,5000,1,0,1,9,0,1,0,0,0,1,1,2,1,0,1,1,0,0,Worsened
Laikipia,1118,Female,2,2,3,1,0,5000,0,1,1,0,0,0,1,0,0,1,1,2,3,1,1,1,0,0,Worsened
Kirinyaga,692,Male,4,2,2,2,0,5000,0,1,1,0,0,1,1,1,1,1,1,5,3,1,0,1,1,0,Worsened
Baringo,1071,Female,6,2,2,3,0,5000,1,1,1,0,0,1,0,1,0,1,0,6,2,0,1,1,0,0,Stayed the same
Kirinyaga,696,Male,6,2,2,4,0,5000,0,1,1,0,1,0,1,0,0,1,3,4,3,1,1,1,1,1,Worsened
Samburu,902,Male,3,3,1,4,0,5000,1,1,0,7,0,0,0,0,0,0,1,0,0,1,1,0,1,1,Improved
Nandi,1030,Female,3,2,2,4,0,5000,1,1,1,0,0,0,0,1,1,1,1,2,3,0,1,1,0,0,Worsened
Laikipia,1131,Male,4,3,2,1,0,5000,1,0,0,7,0,0,0,0,0,0,1,0,3,1,1,0,1,0,Stayed the same
Vihiga,1406,Male,5,1,2,2,0,5000,0,0,1,0,1,1,0,1,0,1,1,8,3,0,1,0,1,0,Worsened
Tana River,139,Female,3,1,1,4,0,5000,1,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,Worsened
Kisumu,1581,Female,6,1,2,3,0,5000,1,1,1,0,0,1,0,1,1,1,1,4,2,0,0,0,0,0,Worsened
Nandi,1061,Female,3,2,2,1,0,5000,0,1,1,0,1,1,1,1,1,1,2,9,3,0,0,0,0,0,Improved
Nandi,1048,Male,3,2,2,4,0,5000,1,0,0,7,0,0,0,0,0,0,1,0,2,0,0,1,0,0,Worsened
Vihiga,1429,Male,4,1,2,4,0,5000,0,1,1,0,1,0,0,1,0,1,0,4,1,1,0,1,1,0,Worsened
Kakamega,1357,Male,2,2,3,1,0,5000,0,0,1,7,0,0,0,1,0,1,1,1,2,0,1,1,0,0,Worsened
Isiolo,325,Female,3,1,1,3,0,5000,1,1,1,1,0,0,0,1,1,1,1,2,2,0,0,0,0,0,Stayed the same
Meru,381,Female,4,1,4,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,10,3,1,1,1,1,1,Worsened
Kajiado,1266,Female,6,1,3,4,0,5000,1,1,1,0,1,0,0,1,0,1,0,10,2,1,1,1,1,1,Worsened
Nandi,1036,Female,2,1,3,1,0,5000,1,1,1,0,1,0,1,1,1,1,1,6,3,0,0,0,1,0,Improved
Homabay,1621,Female,1,2,3,1,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,Worsened
Kitui,486,Female,1,3,3,1,0,5000,0,0,1,2,0,0,0,0,0,1,2,0,2,1,1,1,0,0,Stayed the same
Kisumu,1588,Female,3,2,4,1,0,5000,0,1,1,0,1,0,0,0,0,1,0,4,2,1,1,0,0,0,Worsened
Tharaka-Nithi,415,Female,3,2,3,4,0,5000,1,1,1,0,0,1,0,1,0,1,1,5,1,0,0,0,0,0,Worsened
Nairobi City,1783,Male,3,1,3,4,0,5000,0,1,1,0,1,0,1,1,1,1,1,7,3,0,0,0,0,0,Stayed the same
Tana River,145,Female,1,1,2,1,0,5000,0,0,0,7,0,0,0,0,0,0,2,0,2,0,0,0,0,0,Stayed the same
Kirinyaga,687,Male,6,2,4,4,0,5000,0,1,1,0,0,0,1,0,0,1,0,9,3,1,1,1,1,1,Stayed the same
Siaya,1538,Female,6,2,1,3,0,5000,1,1,1,0,0,0,0,1,0,1,1,2,1,1,1,1,0,0,Worsened
Makueni,570,Male,6,3,2,4,1,5000,0,0,0,7,0,0,0,0,0,0,1,0,1,1,1,1,0,0,Improved
Murang'a,734,Male,3,1,2,4,0,5000,1,1,1,0,0,0,1,1,1,1,1,4,2,0,0,0,0,0,Worsened
Kisii,1694,Female,6,2,1,3,1,5000,1,0,0,3,0,0,0,0,0,1,0,2,1,1,1,1,1,0,Worsened
Nandi,1056,Male,3,2,4,4,0,5000,0,1,1,0,1,0,1,1,1,1,1,4,2,1,0,0,1,1,Worsened
Lamu,179,Female,5,1,2,2,0,5000,1,1,1,0,0,0,0,1,1,1,0,3,2,0,0,0,0,0,Worsened
Nairobi City,1771,Male,4,2,3,1,0,5000,0,1,1,0,1,1,0,0,0,1,1,8,3,1,1,1,1,1,Improved
Kitui,478,Male,4,3,2,2,0,5000,0,1,1,0,1,0,0,1,1,1,3,3,2,0,0,1,0,0,Improved
Siaya,1552,Female,6,3,2,3,0,5000,1,0,1,7,0,0,0,0,0,1,2,0,2,0,0,1,0,0,Stayed the same
Nyandarua,621,Female,3,1,2,4,0,5000,0,1,1,0,1,0,0,1,0,1,8,3,2,1,1,0,1,0,Improved
Tana River,134,Male,6,2,1,4,0,5000,1,0,0,7,0,0,0,0,0,0,4,0,2,0,1,0,0,0,Worsened
Kericho,1291,Female,2,2,3,1,0,5000,0,1,1,0,0,0,1,0,0,1,4,3,2,0,1,1,1,1,Worsened
West Pokot,864,Male,2,2,2,1,0,5000,0,1,1,0,0,0,0,0,0,1,3,1,3,0,1,0,0,0,Improved
Kirinyaga,693,Female,4,2,4,1,0,5000,0,0,1,0,1,0,0,0,0,1,0,4,3,1,1,1,1,1,Worsened
Murang'a,748,Female,4,2,2,4,0,5000,1,1,1,0,1,1,0,1,1,1,1,5,1,0,0,1,1,0,Worsened
Kisumu,1595,Female,3,1,3,2,0,5000,1,1,1,0,1,1,1,1,1,1,1,6,2,0,1,0,0,0,Worsened
Baringo,1073,Male,2,2,3,4,0,5000,1,0,0,1,0,0,0,1,1,0,1,1,3,0,1,1,1,0,Stayed the same
Isiolo,335,Male,3,2,2,4,0,5000,0,1,1,0,0,0,1,1,0,1,1,5,2,1,1,1,1,1,Stayed the same
Migori,1649,Female,3,1,2,4,1,5000,0,1,1,0,1,1,0,0,0,1,1,4,3,1,1,0,1,0,Stayed the same
Uasin Gishu,986,Female,4,2,2,2,0,5000,0,1,1,0,0,1,1,1,1,1,1,6,2,0,1,0,0,0,Worsened
Machakos,518,Male,5,2,2,2,0,5000,1,0,0,7,0,0,0,0,0,0,1,0,3,1,1,1,1,1,Improved
Elgeyo-Marakwet,1002,Female,2,2,3,1,0,5000,1,0,1,0,1,1,1,1,1,1,1,8,3,0,0,1,0,0,Stayed the same
Elgeyo-Marakwet,1003,Male,3,2,2,4,0,5000,1,1,1,0,1,1,1,1,1,1,8,8,2,0,1,0,0,0,Stayed the same
Bungoma,1456,Male,4,2,2,4,0,5000,1,0,1,7,0,0,0,0,0,1,1,0,2,1,1,1,0,0,Stayed the same
Samburu,920,Female,1,2,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,1,1,1,1,0,0,Worsened
Nandi,1035,Female,4,2,2,4,0,5000,0,1,1,0,1,1,1,1,0,1,0,14,2,1,1,0,1,0,Worsened
Bomet,1331,Female,4,2,2,4,0,5000,0,0,0,7,0,0,0,0,0,0,4,0,0,1,1,1,0,0,Stayed the same
Kajiado,1243,Female,3,2,2,4,0,5000,1,1,1,0,1,1,0,0,0,1,4,4,1,0,1,1,0,0,Worsened
Kilifi,117,Female,5,2,4,1,1,5000,1,0,1,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,Worsened
Taita-Taveta,206,Female,2,2,3,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,3,1,1,1,1,0,Improved
Marsabit,299,Male,2,3,2,1,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,2,0,1,1,0,0,Worsened
Homabay,1625,Female,6,2,2,4,0,5000,1,1,1,0,1,1,1,1,1,1,8,5,1,0,0,0,0,0,Worsened
Laikipia,1124,Female,3,2,4,1,0,5000,0,1,1,0,1,0,1,1,0,1,1,4,3,1,1,1,1,0,Improved
Marsabit,307,Male,2,3,1,1,0,5000,1,1,1,0,0,0,0,0,0,1,4,1,2,0,1,1,1,0,Worsened
Meru,349,Female,4,2,2,1,0,5000,0,1,1,0,0,1,0,1,0,1,0,7,3,0,1,1,0,0,Stayed the same
Nairobi City,1779,Female,4,1,3,4,0,5000,0,1,1,0,1,0,1,1,1,1,0,11,3,1,0,0,0,0,Worsened
Kilifi,119,Female,5,2,2,1,0,5000,1,1,1,0,1,0,1,0,1,1,1,5,2,0,0,0,1,1,Stayed the same
Marsabit,311,Female,2,1,4,1,0,5000,1,1,1,0,1,0,1,0,1,1,0,7,3,1,0,0,1,0,Worsened
Narok,1225,Female,2,1,4,1,0,5000,0,1,1,0,0,0,0,0,0,1,0,3,3,1,1,1,1,1,Stayed the same
Makueni,595,Female,3,2,3,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,3,1,0,1,0,0,Worsened
Nairobi City,1826,Male,1,2,3,1,0,5000,0,1,1,2,0,0,0,0,0,1,2,1,2,1,1,1,1,0,Stayed the same
Marsabit,316,Male,2,3,3,1,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,1,1,1,0,0,Stayed the same
West Pokot,880,Female,1,2,3,1,0,5000,1,0,0,7,0,0,0,0,0,0,4,0,1,0,0,1,0,0,Stayed the same
Migori,1658,Female,5,2,2,3,0,5000,1,1,1,0,0,0,1,0,1,1,1,2,2,0,1,1,0,0,Worsened
Taita-Taveta,183,Male,3,2,2,4,0,5000,1,1,1,0,1,0,1,1,1,1,1,5,2,0,1,0,0,0,Stayed the same
Machakos,534,Male,6,2,2,4,0,5000,1,1,1,0,1,0,0,1,0,1,0,4,2,0,1,1,1,1,Improved
Kitui,489,Female,6,3,1,4,0,5000,0,0,1,7,0,0,0,0,0,1,1,0,2,0,1,1,0,0,Worsened
Machakos,553,Male,5,2,3,3,0,5000,1,1,1,0,0,0,1,1,0,1,1,3,3,0,1,0,0,0,Stayed the same
Tharaka-Nithi,399,Female,1,2,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,2,0,2,1,0,0,0,0,Worsened
Bungoma,1447,Male,2,2,3,1,0,5000,0,1,1,2,0,0,0,1,0,1,2,1,3,0,1,1,1,1,Improved
Meru,394,Male,4,2,4,4,0,5000,0,1,1,0,1,0,1,0,1,1,0,8,2,0,0,0,0,0,Stayed the same
Homabay,1646,Female,4,2,2,3,0,5000,0,1,1,0,0,1,1,1,1,1,1,7,2,1,1,1,0,0,Stayed the same
West Pokot,868,Female,2,1,1,4,0,5000,1,0,0,7,0,0,0,0,0,0,8,0,2,0,0,1,1,0,Improved
Kisii,1703,Female,2,2,3,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,2,2,1,1,1,0,0,Worsened
Uasin Gishu,988,Female,3,2,4,4,0,5000,1,1,1,0,1,0,1,0,1,1,0,6,3,0,0,0,1,0,Improved
Kericho,1310,Male,3,1,4,4,0,5000,0,1,1,0,1,1,1,0,1,1,0,13,3,1,0,1,0,0,Improved
Nairobi City,1814,Female,4,2,2,1,0,5000,1,1,1,0,1,0,1,1,0,1,1,5,0,0,0,0,0,0,Worsened
Mombasa,24,Male,3,2,3,4,0,5000,0,1,1,9,0,0,0,0,0,1,1,0,3,0,0,0,1,0,Stayed the same
Samburu,915,Female,6,1,2,4,0,5000,1,1,1,0,1,0,1,0,0,1,1,5,3,1,1,1,1,1,Worsened
Busia,1492,Male,5,1,1,4,0,5000,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Worsened
Nandi,1047,Female,4,2,2,4,0,5000,1,1,0,4,0,0,0,0,0,0,1,0,2,0,0,1,0,0,Stayed the same
Murang'a,755,Male,4,2,3,4,0,5000,0,1,1,0,1,0,0,1,1,1,1,5,3,0,0,0,0,0,Stayed the same
Turkana,840,Female,3,3,1,4,0,5000,1,1,1,0,1,0,0,1,1,1,1,3,1,0,0,0,0,0,Worsened
Bomet,1326,Female,2,2,2,1,0,5000,1,1,1,0,0,0,0,1,1,1,1,2,2,0,1,0,1,1,Worsened
Nyamira,1761,Male,4,2,4,4,0,5000,0,1,1,0,1,0,0,1,0,1,0,6,3,1,1,1,1,1,Stayed the same
Kitui,474,Male,3,2,4,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,11,3,1,1,1,1,1,Improved
Taita-Taveta,194,Female,6,2,1,4,0,5000,1,1,1,0,0,0,0,1,1,1,1,1,2,0,1,0,0,0,Worsened
Kisii,1711,Male,5,2,2,4,0,5000,1,1,1,0,0,0,1,0,1,1,1,8,2,1,1,1,1,0,Worsened
Vihiga,1432,Female,6,3,1,3,0,5000,1,0,0,7,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Stayed the same
Uasin Gishu,953,Female,3,2,4,1,0,5000,1,1,1,0,1,0,1,0,1,1,0,7,3,1,1,1,1,1,Worsened
Migori,1660,Female,5,2,2,3,0,5000,1,1,1,0,1,1,1,1,0,1,1,6,2,1,1,0,1,1,Stayed the same
Vihiga,1429,Male,4,2,2,4,0,5000,1,1,1,0,1,0,0,1,0,1,5,3,2,1,1,1,0,0,Stayed the same
Nandi,1053,Female,2,1,4,1,0,5000,0,1,1,0,1,0,1,1,1,1,0,6,3,0,0,0,1,0,Stayed the same
Kisii,1717,Male,2,1,3,1,0,5000,0,1,0,2,0,0,0,0,0,0,2,0,3,0,0,1,0,0,Worsened
Elgeyo-Marakwet,1006,Male,4,2,2,4,0,5000,1,1,1,0,1,0,1,1,1,1,1,5,2,0,0,0,0,0,Worsened
Mandera,288,Female,2,3,1,2,0,5000,0,1,1,0,1,0,1,1,0,1,1,4,1,1,1,1,1,0,Worsened
Kakamega,1360,Male,6,2,3,4,0,5000,0,1,1,0,1,0,0,1,0,1,0,5,3,0,1,0,1,1,Improved
Makueni,595,Female,2,2,4,4,0,5000,1,1,1,0,1,0,1,0,1,1,0,7,3,1,1,1,0,0,Improved
Kisii,1701,Female,4,2,2,1,1,5000,1,0,0,7,0,0,0,0,0,0,1,0,2,0,1,1,0,0,Worsened
Laikipia,1125,Female,4,2,2,2,0,5000,1,1,1,0,1,0,1,1,1,1,1,5,2,0,0,0,1,0,Stayed the same
Migori,1674,Male,6,2,3,4,0,5000,0,1,1,0,1,0,1,1,1,1,0,10,2,1,1,1,1,0,Worsened
Nyamira,1757,Male,6,2,3,4,0,5000,0,1,1,0,1,0,0,0,0,1,0,4,3,1,1,1,1,1,Worsened
Wajir,1840,Male,4,3,1,4,0,5000,0,1,1,0,0,0,0,1,0,1,1,2,1,1,1,1,1,1,Stayed the same
Marsabit,312,Male,6,2,2,4,0,5000,0,1,1,0,1,0,1,0,0,1,1,3,3,1,1,1,1,1,Stayed the same
Kisumu,1590,Female,3,1,4,4,0,5000,0,1,1,0,0,1,0,1,0,1,1,5,3,0,1,1,0,0,Stayed the same
Marsabit,317,Male,3,2,2,4,0,5000,0,1,1,0,1,0,0,0,0,1,5,2,2,1,0,0,1,0,Improved
Kisumu,1599,Female,2,2,4,1,0,5000,0,1,1,0,1,0,1,0,1,1,3,4,2,1,1,0,1,1,Worsened
Meru,395,Female,2,1,4,1,0,5000,0,1,1,0,0,0,1,1,0,1,0,7,3,1,1,1,1,1,Stayed the same
Nyamira,1744,Male,6,2,3,4,0,5000,0,0,1,0,0,0,1,0,1,1,1,2,1,1,1,1,1,1,Worsened
Mandera,262,Male,6,3,1,3,0,5000,0,1,1,0,0,0,0,1,0,1,1,2,2,1,0,1,1,1,Stayed the same
Marsabit,306,Male,1,3,1,1,0,5000,0,1,1,2,0,0,0,0,0,1,2,0,1,0,1,1,0,0,Stayed the same
Tana River,128,Female,3,1,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,Worsened
Kirinyaga,707,Male,6,1,3,3,0,5000,0,1,1,0,1,0,0,1,0,1,0,11,2,1,1,1,1,0,Worsened
Kiambu,806,Male,5,2,2,4,0,5000,0,1,0,3,0,0,0,1,1,0,4,0,2,0,0,1,1,0,Worsened
Turkana,842,Female,3,2,1,4,0,5000,1,1,1,0,1,1,0,0,0,1,8,4,3,0,0,1,0,0,Worsened
Bomet,1316,Male,6,2,2,3,1,5000,1,0,0,7,0,0,0,0,0,0,1,0,1,1,1,1,0,0,Worsened
Turkana,842,Female,3,3,1,1,1,5000,0,1,1,0,0,0,1,1,1,1,1,3,2,0,0,1,0,0,Improved
Kakamega,1382,Male,1,2,3,1,0,5000,1,0,0,7,0,0,0,0,0,0,2,0,2,0,1,1,0,0,Improved
Siaya,1555,Female,1,2,3,1,0,5000,1,0,0,7,0,0,0,0,0,0,2,0,3,1,0,1,0,0,Worsened
Kisii,1704,Female,5,2,2,3,0,5000,1,0,0,7,0,1,0,1,0,0,1,3,3,0,1,0,1,1,Worsened
Homabay,1616,Female,6,2,3,3,0,5000,1,1,1,0,1,0,1,0,0,1,8,3,1,0,0,0,0,0,Worsened
Kajiado,1251,Female,2,2,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,0,5,2,1,1,1,1,1,Stayed the same
Nakuru,1169,Female,4,2,4,4,0,5000,0,1,1,0,1,0,1,0,1,1,0,9,1,1,1,0,1,1,Worsened
Elgeyo-Marakwet,993,Male,3,2,4,1,0,5000,1,1,1,0,1,0,1,1,1,1,0,12,2,0,0,1,1,0,Worsened
Kakamega,1358,Female,6,2,3,3,0,5000,0,1,1,0,1,1,1,1,0,1,1,7,2,1,1,0,1,1,Stayed the same
Nandi,1039,Female,2,1,3,1,0,5000,0,1,1,0,1,0,1,0,1,1,1,6,3,1,0,0,1,0,Stayed the same
Mandera,273,Female,6,3,1,4,0,5000,1,1,1,0,0,0,0,1,0,1,1,3,2,0,0,1,1,0,Stayed the same
Nakuru,1156,Male,4,2,3,4,0,5000,1,1,1,0,1,0,1,0,1,1,1,8,3,0,0,0,1,1,Stayed the same
Uasin Gishu,970,Female,2,2,3,1,0,5000,0,1,1,9,0,0,0,0,0,1,2,0,3,1,1,1,1,0,Improved
Lamu,170,Female,4,1,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,Worsened
Bomet,1329,Male,2,2,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,1,3,0,0,1,1,0,0,Stayed the same
Nakuru,1182,Male,4,2,2,4,0,5000,1,1,1,0,0,1,1,0,1,1,1,6,3,1,1,0,0,0,Worsened
Kilifi,125,Female,4,1,1,4,0,5000,1,1,1,0,0,1,0,0,0,1,4,4,2,0,0,1,1,0,Worsened
Murang'a,765,Male,3,1,2,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,3,1,1,1,0,0,Stayed the same
Makueni,570,Female,6,1,3,3,0,5000,1,1,1,0,0,1,0,0,0,1,1,4,2,0,0,1,0,0,Worsened
Vihiga,1427,Male,6,2,3,4,1,5000,0,1,1,0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,Worsened
Kilifi,126,Male,2,2,2,1,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,Worsened
Makueni,570,Female,2,2,3,4,0,5000,0,0,1,7,0,1,0,0,0,1,1,1,2,0,1,1,0,0,Worsened
Garissa,231,Female,1,2,2,1,0,5000,1,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,Worsened
Kisumu,1564,Male,1,1,2,1,0,5000,1,0,0,2,0,0,0,0,0,0,2,0,2,0,1,1,1,0,Worsened
Kitui,496,Male,2,2,3,1,0,5000,1,0,1,7,0,0,0,0,0,1,2,0,3,0,1,1,0,0,Worsened
Kwale,75,Female,3,1,4,1,0,5000,1,1,1,0,1,0,1,0,0,1,0,8,3,1,1,1,1,1,Stayed the same
Machakos,551,Female,3,2,3,1,0,5000,1,1,1,1,0,0,1,0,1,1,1,5,3,0,0,1,0,0,Worsened
Turkana,839,Female,3,2,2,4,0,5000,1,1,1,0,1,1,0,1,1,1,1,6,2,0,0,1,1,0,Worsened
Kirinyaga,695,Female,6,3,1,4,0,5000,0,1,1,0,0,1,0,0,0,1,1,3,1,0,1,1,0,0,Worsened
Kwale,57,Female,2,2,2,4,0,5000,1,0,1,0,1,1,0,1,1,1,1,7,3,0,1,0,1,0,Worsened
West Pokot,864,Male,4,2,2,4,0,5000,0,0,0,7,0,0,0,1,1,0,1,2,2,1,1,1,1,0,Worsened
Meru,350,Female,6,3,2,3,0,5000,0,1,1,0,0,0,0,1,0,1,1,4,2,0,0,0,0,0,Worsened
Mombasa,36,Male,5,2,2,3,0,5000,0,1,1,0,0,0,1,1,1,1,1,4,3,0,1,0,0,0,Worsened
Bomet,1318,Female,2,1,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,3,1,1,1,0,0,Stayed the same
Uasin Gishu,964,Male,5,1,3,4,0,5000,0,1,1,0,0,1,1,0,0,1,0,13,1,1,1,0,1,1,Worsened
Bungoma,1467,Male,2,2,3,1,0,5000,1,1,1,2,0,0,0,1,0,1,2,1,2,1,1,1,1,0,Stayed the same
